,tip_cell_activated,"tumor_diameter (sau) (range: [0.075, 0.75])","D_af_range (sau^2 / tau) (range: [0.00024375000000000004, 0.2437500000000001])","V_pT_af (1 / tau) (range: [0.008658113476736123, 12.291428953580745])","V_uc_af_range (1 / tau) (range: [0.7176, 624.0000000000002]) "
225,False,0.4125,0.01033888492648,0.053145689879792,624
226,False,0.4125,0.01033888492648,0.326221683324916,0.7176
227,False,0.4125,0.01033888492648,0.326221683324916,3.89679868445612
228,False,0.4125,0.01033888492648,0.326221683324916,21.1608695473508
229,False,0.4125,0.01033888492648,0.326221683324916,114.910324155608
230,False,0.4125,0.01033888492648,0.326221683324916,624
231,False,0.4125,0.01033888492648,2.00243118326342,21.1608695473508
232,False,0.4125,0.01033888492648,2.00243118326342,114.910324155608
233,False,0.4125,0.01033888492648,2.00243118326342,624
234,False,0.4125,0.01033888492648,12.2914289535807,114.910324155608
235,False,0.4125,0.01033888492648,12.2914289535807,624
236,False,0.4125,0.103388849264797,0.008658113476736,0.7176
237,False,0.4125,0.103388849264797,0.008658113476736,3.89679868445612
238,False,0.4125,0.103388849264797,0.008658113476736,21.1608695473508
239,False,0.4125,0.103388849264797,0.008658113476736,114.910324155608
240,False,0.4125,0.103388849264797,0.008658113476736,624
241,False,0.4125,0.103388849264797,0.053145689879792,0.7176
242,False,0.4125,0.103388849264797,0.053145689879792,3.89679868445612
243,False,0.4125,0.103388849264797,0.053145689879792,21.1608695473508
244,False,0.4125,0.103388849264797,0.053145689879792,114.910324155608
245,False,0.4125,0.103388849264797,0.053145689879792,624
246,False,0.4125,0.103388849264797,0.326221683324916,0.7176
247,False,0.4125,0.103388849264797,0.326221683324916,3.89679868445612
248,False,0.4125,0.103388849264797,0.326221683324916,21.1608695473508
249,False,0.4125,0.103388849264797,0.326221683324916,114.910324155608
250,False,0.4125,0.103388849264797,0.326221683324916,624
251,False,0.4125,0.103388849264797,2.00243118326342,0.7176
252,False,0.4125,0.103388849264797,2.00243118326342,3.89679868445612
253,False,0.4125,0.103388849264797,2.00243118326342,21.1608695473508
254,False,0.4125,0.103388849264797,2.00243118326342,114.910324155608
255,False,0.4125,0.103388849264797,2.00243118326342,624
256,False,0.4125,0.103388849264797,12.2914289535807,624
257,False,0.4125,0.24375,0.008658113476736,0.7176
258,False,0.4125,0.24375,0.008658113476736,3.89679868445612
259,False,0.4125,0.24375,0.008658113476736,21.1608695473508
260,False,0.4125,0.24375,0.008658113476736,114.910324155608
261,False,0.4125,0.24375,0.008658113476736,624
262,False,0.4125,0.24375,0.053145689879792,0.7176
263,False,0.4125,0.24375,0.053145689879792,3.89679868445612
264,False,0.4125,0.24375,0.053145689879792,21.1608695473508
265,False,0.4125,0.24375,0.053145689879792,114.910324155608
266,False,0.4125,0.24375,0.053145689879792,624
267,False,0.4125,0.24375,0.326221683324916,0.7176
268,False,0.4125,0.24375,0.326221683324916,3.89679868445612
269,False,0.4125,0.24375,0.326221683324916,21.1608695473508
270,False,0.4125,0.24375,0.326221683324916,114.910324155608
271,False,0.4125,0.24375,0.326221683324916,624
272,False,0.4125,0.24375,2.00243118326342,0.7176
273,False,0.4125,0.24375,2.00243118326342,3.89679868445612
274,False,0.4125,0.24375,2.00243118326342,21.1608695473508
275,False,0.4125,0.24375,2.00243118326342,114.910324155608
276,False,0.4125,0.24375,2.00243118326342,624
277,False,0.4125,0.24375,12.2914289535807,624
278,False,0.58125,0.00024375,0.008658113476736,0.7176
279,False,0.58125,0.00024375,0.008658113476736,3.89679868445612
280,False,0.58125,0.00024375,0.008658113476736,21.1608695473508
281,False,0.58125,0.00024375,0.008658113476736,114.910324155608
282,False,0.58125,0.00024375,0.008658113476736,624
283,False,0.58125,0.00024375,0.053145689879792,0.7176
284,False,0.58125,0.00024375,0.053145689879792,3.89679868445612
285,False,0.58125,0.00024375,0.053145689879792,21.1608695473508
286,False,0.58125,0.00024375,0.053145689879792,114.910324155608
287,False,0.58125,0.00024375,0.053145689879792,624
288,False,0.58125,0.00024375,0.326221683324916,0.7176
289,False,0.58125,0.00024375,0.326221683324916,3.89679868445612
290,False,0.58125,0.00024375,0.326221683324916,21.1608695473508
291,False,0.58125,0.00024375,0.326221683324916,114.910324155608
292,False,0.58125,0.00024375,0.326221683324916,624
293,False,0.58125,0.00024375,2.00243118326342,3.89679868445612
294,False,0.58125,0.00024375,2.00243118326342,21.1608695473508
295,False,0.58125,0.00024375,2.00243118326342,114.910324155608
296,False,0.58125,0.00024375,2.00243118326342,624
297,False,0.58125,0.00024375,12.2914289535807,3.89679868445612
298,False,0.58125,0.00024375,12.2914289535807,21.1608695473508
299,False,0.58125,0.00024375,12.2914289535807,114.910324155608
300,False,0.58125,0.00024375,12.2914289535807,624
301,False,0.58125,0.01033888492648,0.008658113476736,0.7176
302,False,0.58125,0.01033888492648,0.008658113476736,3.89679868445612
303,False,0.58125,0.01033888492648,0.008658113476736,21.1608695473508
304,False,0.58125,0.01033888492648,0.008658113476736,114.910324155608
305,False,0.58125,0.01033888492648,0.008658113476736,624
306,False,0.58125,0.01033888492648,0.053145689879792,0.7176
307,False,0.58125,0.01033888492648,0.053145689879792,3.89679868445612
308,False,0.58125,0.01033888492648,0.053145689879792,21.1608695473508
309,False,0.58125,0.01033888492648,0.053145689879792,114.910324155608
310,False,0.58125,0.01033888492648,0.053145689879792,624
311,False,0.58125,0.01033888492648,0.326221683324916,0.7176
312,False,0.58125,0.01033888492648,0.326221683324916,3.89679868445612
313,False,0.58125,0.01033888492648,0.326221683324916,21.1608695473508
314,False,0.58125,0.01033888492648,0.326221683324916,114.910324155608
315,False,0.58125,0.01033888492648,0.326221683324916,624
316,False,0.58125,0.01033888492648,2.00243118326342,21.1608695473508
317,False,0.58125,0.01033888492648,2.00243118326342,114.910324155608
318,False,0.58125,0.01033888492648,2.00243118326342,624
319,False,0.58125,0.01033888492648,12.2914289535807,114.910324155608
320,False,0.58125,0.01033888492648,12.2914289535807,624
321,False,0.58125,0.103388849264797,0.008658113476736,0.7176
322,False,0.58125,0.103388849264797,0.008658113476736,3.89679868445612
323,False,0.58125,0.103388849264797,0.008658113476736,21.1608695473508
324,False,0.58125,0.103388849264797,0.008658113476736,114.910324155608
325,False,0.58125,0.103388849264797,0.008658113476736,624
326,False,0.58125,0.103388849264797,0.053145689879792,0.7176
327,False,0.58125,0.103388849264797,0.053145689879792,3.89679868445612
328,False,0.58125,0.103388849264797,0.053145689879792,21.1608695473508
329,False,0.58125,0.103388849264797,0.053145689879792,114.910324155608
330,False,0.58125,0.103388849264797,0.053145689879792,624
331,False,0.58125,0.103388849264797,0.326221683324916,0.7176
332,False,0.58125,0.103388849264797,0.326221683324916,3.89679868445612
333,False,0.58125,0.103388849264797,0.326221683324916,21.1608695473508
334,False,0.58125,0.103388849264797,0.326221683324916,114.910324155608
335,False,0.58125,0.103388849264797,0.326221683324916,624
336,False,0.58125,0.103388849264797,2.00243118326342,0.7176
337,False,0.58125,0.103388849264797,2.00243118326342,3.89679868445612
338,False,0.58125,0.103388849264797,2.00243118326342,21.1608695473508
339,False,0.58125,0.103388849264797,2.00243118326342,114.910324155608
340,False,0.58125,0.103388849264797,2.00243118326342,624
341,False,0.58125,0.103388849264797,12.2914289535807,624
342,False,0.58125,0.24375,0.008658113476736,0.7176
343,False,0.58125,0.24375,0.008658113476736,3.89679868445612
344,False,0.58125,0.24375,0.008658113476736,21.1608695473508
345,False,0.58125,0.24375,0.008658113476736,114.910324155608
346,False,0.58125,0.24375,0.008658113476736,624
347,False,0.58125,0.24375,0.053145689879792,0.7176
348,False,0.58125,0.24375,0.053145689879792,3.89679868445612
349,False,0.58125,0.24375,0.053145689879792,21.1608695473508
350,False,0.58125,0.24375,0.053145689879792,114.910324155608
351,False,0.58125,0.24375,0.053145689879792,624
352,False,0.58125,0.24375,0.326221683324916,0.7176
353,False,0.58125,0.24375,0.326221683324916,3.89679868445612
354,False,0.58125,0.24375,0.326221683324916,21.1608695473508
355,False,0.58125,0.24375,0.326221683324916,114.910324155608
356,False,0.58125,0.24375,0.326221683324916,624
357,False,0.58125,0.24375,2.00243118326342,0.7176
358,False,0.58125,0.24375,2.00243118326342,3.89679868445612
359,False,0.58125,0.24375,2.00243118326342,21.1608695473508
360,False,0.58125,0.24375,2.00243118326342,114.910324155608
361,False,0.58125,0.24375,2.00243118326342,624
362,False,0.58125,0.24375,12.2914289535807,624
363,False,0.75,0.00024375,0.008658113476736,0.7176
364,False,0.75,0.00024375,0.008658113476736,3.89679868445612
365,False,0.75,0.00024375,0.008658113476736,21.1608695473508
366,False,0.75,0.00024375,0.008658113476736,114.910324155608
367,False,0.75,0.00024375,0.008658113476736,624
368,False,0.75,0.00024375,0.053145689879792,0.7176
369,False,0.75,0.00024375,0.053145689879792,3.89679868445612
370,False,0.75,0.00024375,0.053145689879792,21.1608695473508
371,False,0.75,0.00024375,0.053145689879792,114.910324155608
372,False,0.75,0.00024375,0.053145689879792,624
373,False,0.75,0.00024375,0.326221683324916,0.7176
374,False,0.75,0.00024375,0.326221683324916,3.89679868445612
375,False,0.75,0.00024375,0.326221683324916,21.1608695473508
376,False,0.75,0.00024375,0.326221683324916,114.910324155608
377,False,0.75,0.00024375,0.326221683324916,624
378,False,0.75,0.00024375,2.00243118326342,3.89679868445612
379,False,0.75,0.00024375,2.00243118326342,21.1608695473508
380,False,0.75,0.00024375,2.00243118326342,114.910324155608
381,False,0.75,0.00024375,2.00243118326342,624
382,False,0.75,0.00024375,12.2914289535807,21.1608695473508
383,False,0.75,0.00024375,12.2914289535807,114.910324155608
384,False,0.75,0.00024375,12.2914289535807,624
385,False,0.75,0.01033888492648,0.008658113476736,0.7176
386,False,0.75,0.01033888492648,0.008658113476736,3.89679868445612
387,False,0.75,0.01033888492648,0.008658113476736,21.1608695473508
388,False,0.75,0.01033888492648,0.008658113476736,114.910324155608
389,False,0.75,0.01033888492648,0.008658113476736,624
390,False,0.75,0.01033888492648,0.053145689879792,0.7176
391,False,0.75,0.01033888492648,0.053145689879792,3.89679868445612
392,False,0.75,0.01033888492648,0.053145689879792,21.1608695473508
393,False,0.75,0.01033888492648,0.053145689879792,114.910324155608
394,False,0.75,0.01033888492648,0.053145689879792,624
395,False,0.75,0.01033888492648,0.326221683324916,0.7176
396,False,0.75,0.01033888492648,0.326221683324916,3.89679868445612
397,False,0.75,0.01033888492648,0.326221683324916,21.1608695473508
398,False,0.75,0.01033888492648,0.326221683324916,114.910324155608
399,False,0.75,0.01033888492648,0.326221683324916,624
400,False,0.75,0.01033888492648,2.00243118326342,114.910324155608
401,False,0.75,0.01033888492648,2.00243118326342,624
402,False,0.75,0.01033888492648,12.2914289535807,114.910324155608
403,False,0.75,0.01033888492648,12.2914289535807,624
404,False,0.75,0.103388849264797,0.008658113476736,0.7176
405,False,0.75,0.103388849264797,0.008658113476736,3.89679868445612
406,False,0.75,0.103388849264797,0.008658113476736,21.1608695473508
407,False,0.75,0.103388849264797,0.008658113476736,114.910324155608
408,False,0.75,0.103388849264797,0.008658113476736,624
409,False,0.75,0.103388849264797,0.053145689879792,0.7176
410,False,0.75,0.103388849264797,0.053145689879792,3.89679868445612
411,False,0.75,0.103388849264797,0.053145689879792,21.1608695473508
412,False,0.75,0.103388849264797,0.053145689879792,114.910324155608
413,False,0.75,0.103388849264797,0.053145689879792,624
414,False,0.75,0.103388849264797,0.326221683324916,0.7176
415,False,0.75,0.103388849264797,0.326221683324916,3.89679868445612
416,False,0.75,0.103388849264797,0.326221683324916,21.1608695473508
417,False,0.75,0.103388849264797,0.326221683324916,114.910324155608
418,False,0.75,0.103388849264797,0.326221683324916,624
419,False,0.75,0.103388849264797,2.00243118326342,0.7176
420,False,0.75,0.103388849264797,2.00243118326342,3.89679868445612
421,False,0.75,0.103388849264797,2.00243118326342,114.910324155608
422,False,0.75,0.103388849264797,2.00243118326342,624
423,False,0.75,0.103388849264797,12.2914289535807,624
424,False,0.75,0.24375,0.008658113476736,0.7176
425,False,0.75,0.24375,0.008658113476736,3.89679868445612
426,False,0.75,0.24375,0.008658113476736,21.1608695473508
427,False,0.75,0.24375,0.008658113476736,114.910324155608
428,False,0.75,0.24375,0.008658113476736,624
429,False,0.75,0.24375,0.053145689879792,0.7176
430,False,0.75,0.24375,0.053145689879792,3.89679868445612
431,False,0.75,0.24375,0.053145689879792,21.1608695473508
432,False,0.75,0.24375,0.053145689879792,114.910324155608
433,False,0.75,0.24375,0.053145689879792,624
434,False,0.75,0.24375,0.326221683324916,0.7176
435,False,0.75,0.24375,0.326221683324916,3.89679868445612
436,False,0.75,0.24375,0.326221683324916,21.1608695473508
437,False,0.75,0.24375,0.326221683324916,114.910324155608
438,False,0.75,0.24375,0.326221683324916,624
439,False,0.75,0.24375,2.00243118326342,0.7176
440,False,0.75,0.24375,2.00243118326342,3.89679868445612
441,False,0.75,0.24375,2.00243118326342,21.1608695473508
442,False,0.75,0.24375,2.00243118326342,114.910324155608
443,False,0.75,0.24375,2.00243118326342,624
444,False,0.75,0.24375,12.2914289535807,624
445,True,0.24375,0.00024375,12.2914289535807,0.7176
446,True,0.24375,0.01033888492648,12.2914289535807,0.7176
447,True,0.24375,0.01033888492648,12.2914289535807,3.89679868445612
448,True,0.24375,0.01033888492648,12.2914289535807,21.1608695473508
449,True,0.24375,0.103388849264797,12.2914289535807,0.7176
450,True,0.24375,0.103388849264797,12.2914289535807,3.89679868445612
451,True,0.24375,0.103388849264797,12.2914289535807,21.1608695473508
452,True,0.4125,0.00024375,2.00243118326342,0.7176
453,True,0.4125,0.00024375,12.2914289535807,0.7176
454,True,0.4125,0.01033888492648,2.00243118326342,0.7176
455,True,0.4125,0.01033888492648,2.00243118326342,3.89679868445612
456,True,0.4125,0.01033888492648,12.2914289535807,0.7176
457,True,0.4125,0.01033888492648,12.2914289535807,3.89679868445612
458,True,0.4125,0.01033888492648,12.2914289535807,21.1608695473508
459,True,0.4125,0.103388849264797,12.2914289535807,0.7176
460,True,0.4125,0.103388849264797,12.2914289535807,3.89679868445612
461,True,0.4125,0.103388849264797,12.2914289535807,21.1608695473508
