,tip_cell_activated,"tumor_diameter (sau) (range: [0.075, 0.75])","D_af_range (sau^2 / tau) (range: [0.00024375000000000004, 0.2437500000000001])","V_pT_af (1 / tau) (range: [0.008658113476736123, 12.291428953580745])","V_uc_af_range (1 / tau) (range: [0.7176, 624.0000000000002]) "
462,True,0.4125,0.103388849264797,12.2914289535807,114.910324155608
463,True,0.4125,0.24375,12.2914289535807,0.7176
464,True,0.4125,0.24375,12.2914289535807,3.89679868445612
465,True,0.4125,0.24375,12.2914289535807,21.1608695473508
466,True,0.4125,0.24375,12.2914289535807,114.910324155608
467,True,0.58125,0.00024375,2.00243118326342,0.7176
468,True,0.58125,0.00024375,12.2914289535807,0.7176
469,True,0.58125,0.01033888492648,2.00243118326342,0.7176
470,True,0.58125,0.01033888492648,2.00243118326342,3.89679868445612
471,True,0.58125,0.01033888492648,12.2914289535807,0.7176
472,True,0.58125,0.01033888492648,12.2914289535807,3.89679868445612
473,True,0.58125,0.01033888492648,12.2914289535807,21.1608695473508
474,True,0.58125,0.103388849264797,12.2914289535807,0.7176
475,True,0.58125,0.103388849264797,12.2914289535807,3.89679868445612
476,True,0.58125,0.103388849264797,12.2914289535807,21.1608695473508
477,True,0.58125,0.103388849264797,12.2914289535807,114.910324155608
478,True,0.58125,0.24375,12.2914289535807,0.7176
479,True,0.58125,0.24375,12.2914289535807,3.89679868445612
480,True,0.58125,0.24375,12.2914289535807,21.1608695473508
481,True,0.58125,0.24375,12.2914289535807,114.910324155608
482,True,0.75,0.00024375,2.00243118326342,0.7176
483,True,0.75,0.00024375,12.2914289535807,0.7176
484,True,0.75,0.00024375,12.2914289535807,3.89679868445612
485,True,0.75,0.01033888492648,2.00243118326342,0.7176
486,True,0.75,0.01033888492648,2.00243118326342,3.89679868445612
487,True,0.75,0.01033888492648,2.00243118326342,21.1608695473508
488,True,0.75,0.01033888492648,12.2914289535807,0.7176
489,True,0.75,0.01033888492648,12.2914289535807,3.89679868445612
490,True,0.75,0.01033888492648,12.2914289535807,21.1608695473508
491,True,0.75,0.103388849264797,2.00243118326342,21.1608695473508
492,True,0.75,0.103388849264797,12.2914289535807,0.7176
493,True,0.75,0.103388849264797,12.2914289535807,3.89679868445612
494,True,0.75,0.103388849264797,12.2914289535807,21.1608695473508
495,True,0.75,0.103388849264797,12.2914289535807,114.910324155608
496,True,0.75,0.24375,12.2914289535807,0.7176
497,True,0.75,0.24375,12.2914289535807,3.89679868445612
498,True,0.75,0.24375,12.2914289535807,21.1608695473508
499,True,0.75,0.24375,12.2914289535807,114.910324155608
